CB,NA,FT,FR,SDT,LOC,PRO,EST,EST2,EST3,EST4,EST5,EST6,SDR,LON,LAT,BN,CS,N,NRE,MME,MME2,PTX,PIM,TA,MMA,MMA2,POL,ACU,E,CT,HA,AAL,USU,ETI,CON,SER_SIS1
181,41,18470.000,0.000,,SAN SALVADOR DE JUJU,JJ,SAN S. DE JUJUY,,,,,4600,,651700,241145,72.000,1,TV,,EMCEE,MMT18505S,9.0,-65.0,0,ANDREW,HP4 - 180E,H,100.7,2.0,1275,20,1.8,RADIO VISION JUJUY S.A.,892CFR 91,R,TPTV
181,67,18630.000,18750.000,,CIUDADELA,BA,MOSCONI y Gral.PAZ,MOSCONI Y GRAL. PAZ,,,,1702,,583125,343929,14.000,2,120,C-0383,DMC,DMC 18-LC,20.0,-85.0,901,ANDREW,HP 1.2m.,V,65.3,0.3,25,30,1.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,68,18750.000,18630.000,,CIUDAD DE BUENOS AIR,CF,FLORES,,,,,1001,,582648,343744,14.000,2,120,C-0383,DMC,DMC 18-LC,20.0,-85.0,901,ANDREW,HP 1.2m.,V,245.3,-0.3,23,75,1.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,69,18630.000,18750.000,,VICENTE LOPEZ,BA,SARMIENTO 2350,SARMIENTO,2350,,,1638,,583014,343011,14.000,2,120,C-0383,DMC,DMC 18-LC,20.0,-85.0,901,ANDREW,HP 1.2m.,V,191.0,0.2,22,32,1.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,70,18750.000,18630.000,,CIUDAD DE BUENOS AIR,CF,RODRIGUEZ PEÑA 3521,RODRIGUEZ PEÑA,3521,,,1001,,583125,343511,14.000,2,120,C-0383,DMC,DMC 18-LC,20.0,-85.0,901,ANDREW,HP 1.2m.,V,11.0,-0.2,24,65,1.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,73,18630.000,18750.000,,CIUDAD DE BUENOS AIR,CF,SAN CRITOBAL,,,,,1001,,582325,343646,14.000,2,120,C-0383,DMC,DMC 18-LC,20.0,-85.0,900,ANDREW,HP 0.6m.,V,315.9,-0.7,20,73,1.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,74,18750.000,18630.000,,CIUDAD DE BUENOS AIR,CF,ONCE,,,,,1001,,582404,343612,14.000,2,120,C-0383,DMC,DMC 18-LC,20.0,-85.0,900,ANDREW,HP 0.6m.,V,135.9,0.7,15,57,1.5,C.R.M. S.A.,3713CNT 92,A,MXD
181,85,18277.500,19287.500,AYG827,TAPIALES,BA,MERCADO DE ABASTO,ALTOLAGUIRRE,64,,,1770,AYG915,583021,344156,28.000,2,480,,,,29.0,-75.0,902,MARK,6 pies,V,162.0,0.0,16,30,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,86,19287.500,18277.500,AYG915,LOMAS DE ZAMORA,BA,SANTA FE 159,SANTA FE,159,,,1832,AYG827,582506,344518,28.000,2,480,,,,29.0,-75.0,902,MARK,6 pies,V,342.0,0.0,11,25,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,87,18277.500,19287.500,AYG906,CIUDAD DE BUENOS AIR,CF,VIEYTES 1152,VIEYTES,1152,,,1001,AYG906,582236,343845,28.000,2,480,,,,20.0,-75.0,900,MARK,2 pies,V,348.0,0.0,5,34,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,88,19287.500,18277.500,AYG822,CIUDAD DE BUENOS AIR,CF,SAN JOSE 747,SAN JOSE,747,,,1001,AYG822,582307,343703,28.000,2,480,,,,20.0,-75.0,900,MARK,2 pies,V,168.0,0.0,22,61,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,89,18277.500,19287.500,AYG854,CIUDAD DE BUENOS AIR,CF,C.PELLEGRINI 331,C. PELLEGRINI,331,,,1001,AYG822,582248,343618,28.000,2,480,,,,20.0,-75.0,900,MARK,2 pies,V,198.5,0.0,20,53,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,90,19287.500,18277.500,AYG822,CIUDAD DE BUENOS AIR,CF,SAN JOSE 747,SAN JOSE,747,,,1001,AYG854,582307,343703,28.000,2,480,,,,20.0,-75.0,900,MARK,2 pies,V,18.5,0.0,22,56,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,101,18470.000,19480.000,AYG836,OLIVOS,BA,AVELLANEDA 2202,AVELLANEDA,2202,,,1636,AYG907,582931,343108,28.000,2,480,,,,20.0,-75.0,901,MARK,4 pies,V,143.0,0.0,20,59,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,102,19480.000,18470.000,AYG907,CIUDAD DE BUENOS AIR,CF,OLAZABAL 2266,OLAZABAL,2266,,,1001,AYG836,582722,343334,28.000,2,480,,,,20.0,-75.0,900,MARK,2 pies,V,323.0,0.0,7,70,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,111,18277.500,19287.500,AYG836,OLIVOS,BA,AVELLANEDA 2202,AVELLANEDA,2202,,,1636,AYG838,582931,343105,28.000,2,480,,,,21.0,-74.0,905,,P 1.2M STD,H,338.4,-0.3,20,57,2.3,MINIPHONE S.A.,5587CNT 92,A,MXD
181,112,19287.500,18277.500,AYG838,SAN ISIDRO,BA,CHILE 343,CHILE,343,,,1642,AYG836,583101,342757,28.000,2,480,,,,21.0,-74.0,905,,P 1.2M STD,H,158.4,0.3,18,24,2.3,MINIPHONE S.A.,5587CNT 92,A,MXD
181,113,18552.500,19562.500,AYG821,CIUDAD DE BUENOS AIR,CF,RIOBAMBA 650,RIOBAMBA,650,,,1001,AYG832,582336,343607,28.000,2,480,,,,20.0,-75.0,900,MARK,2 pies,H,16.0,0.0,22,57,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,114,19562.500,18552.500,AYG832,CIUDAD DE BUENOS AIR,CF,JUNCAL 1661,JUNCAL,1661,,,1001,AYG821,582325,343537,28.000,2,480,,,,20.0,-75.0,900,MARK,2 pies,H,196.0,0.0,22,50,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,117,18552.500,19562.500,AYG848,MONTE GRANDE,BA,VICENTE LOPEZ 365,VICENTE LOPEZ,365,,,1842,AYG815,582804,344907,28.000,2,480,,,,29.0,-75.0,902,MARK,6 pies,V,31.8,0.0,22,45,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,118,19562.500,18552.500,AYG915,LOMAS DE ZAMORA,BA,SANTA FE 159,SANTA FE,159,,,1832,AYG848,582506,344518,28.000,2,480,,,,29.0,-75.0,902,MARK,6 pies,V,211.8,0.0,11,44,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,121,17810.000,18820.000,,DEL VISO,BA,DEL VISO,,,,,1669,,584745,342719,27.500,2,480,,,,18.0,-81.0,0,COMELIT,CHP06-1775,H,11.0,-0.1,23,33,0.0,COOP.TEL.DE DEL VISO,12758CNT 92,C,MXD
181,122,18820.000,17810.000,,DEL VISO,BA,HIGHLAND PARK,,,,,1669,,584722,342535,27.500,2,480,,,,18.0,-81.0,0,COMELIT,CHP06-1775,H,119.1,0.1,20,29,0.0,COOP.TEL.DE DEL VISO,12758CNT 92,C,MXD
181,125,18305.000,19315.000,AZK686,CIUDAD DE BUENOS AIR,CF,AEROPARQUE J.NEWBERY,,,,,1001,AZL799,582448,343328,18.700,2,120,,,,20.0,-75.0,0,,P2m std,H,226.3,-0.9,3,17,1.0,TELECOM ARGENTINA S.A.,10885CNT 92,A,MXD
181,126,19315.000,18305.000,AZL799,CIUDAD DE BUENOS AIR,CF,GOLF,,,,,1001,AZK686,582612,343434,18.700,2,120,,,,20.0,-75.0,0,,P2m std,H,46.3,0.9,12,57,1.0,TELECOM ARGENTINA S.A.,10885CNT 92,A,MXD
181,131,18387.500,19397.500,AYG910,CAMPANA,BA,RIVADAVIA 273,RIVADAVIA,273,,,2804,AYG909,585748,340946,28.000,2,480,,,,20.0,-75.0,900,MARK,MARK,V,174.0,0.0,11,45,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,132,19397.500,18387.500,AYG909,CAMPANA,BA,CASTELLI Y ETELLIET,CASTELLI Y ETELLIET,,,,2804,AYG910,585736,341136,28.000,2,480,,,,20.0,-75.0,900,MARK,MARK,V,354.0,0.0,17,42,0.7,MINIPHONE S.A.,5587CNT 92,A,MXD
181,137,18360.000,19370.000,,CIUDAD DE BUENOS AIR,CF,CALIFORNIA 3201,CALIFORNIA,3201,,,1001,,582334,343858,14.000,2,240,,,,20.0,-75.0,906,MARK,P 0=2p,V,90.0,0.0,5,24,0.7,SHELL C.A.P.S.A.,6630CNT 93,C,MXD
181,140,18442.500,19452.500,,CIUDAD DE BUENOS AIR,CF,CALIFORNIA 3201,CALIFORNIA,3201,,,1001,,582334,343858,14.000,2,240,,,,20.0,-75.0,906,MARK,P 0=2p,V,18.0,0.0,5,24,0.7,SHELL C.A.P.S.A.,6630CNT 93,C,MXD
181,138,19370.000,18360.000,,DOCK SUD,BA,SGTO. PONCE 2318,SGTO. PONCE,2318,,,1871,,581938,343856,14.000,2,240,,,,20.0,-75.0,906,MARK,P 0=2p,V,270.0,0.0,3,60,0.7,SHELL C.A.P.S.A.,6630CNT 93,C,MXD
181,139,19452.500,18442.500,,CIUDAD DE BUENOS AIR,CF,R.S.PEÑA 788,R. S. PEÑA,788,,,1001,,582236,343625,14.000,2,240,,,,20.0,-75.0,906,MARK,P 0=2p,V,193.0,0.0,10,80,0.7,SHELL C.A.P.S.A.,6630CNT 93,C,MXD
181,141,18750.000,18630.000,,CIUDAD DE BUENOS AIR,CF,VILLA DEL PARQUE,,,,,1001,,582851,343600,7.000,2,30,,,,16.5,-85.8,905,,"TELESCIENCES 4""",H,342.2,0.2,20,45,0.2,BAYER ARGENTINA S.A.,7313CNT 93,A,MXD
181,142,18630.000,18750.000,,MUNRO,BA,MUNRO,,,,,1605,,583040,343120,7.000,2,30,,,,16.5,-85.8,905,,"TELESCIENCES 4""",H,162.2,-0.2,23,85,0.2,BAYER ARGENTINA S.A.,7313CNT 93,A,MXD
181,145,18387.500,19397.500,AZL5,CAMPANA,BA,CAMPANA(TELECOM),,,,,2804,,585733,340946,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6,H,177.5,0.0,11,30,0.7,TELECOM ARGENTINA S.A.,11130CNT 93,A,MXD
181,146,19397.500,18387.500,,CAMPANA,BA,CAMPANA(MOVISTAR),,,,,2804,AZL5,585754,341136,28.000,2,480,,,,20.0,-75.0,900,MARK,P 0.6,H,357.5,0.0,17,30,0.7,TELECOM ARGENTINA S.A.,11130CNT 93,A,MXD
181,147,17975.000,18985.000,AZK995,ZARATE,BA,ZARATE (TELECOM),,,,,2800,,590136,340554,7.000,2,120,,,,21.0,-71.0,901,MARK,P 1.2,H,277.5,0.0,25,42,0.7,TELECOM ARGENTINA S.A.,11133CNT 93,A,MXD
181,148,18985.000,17975.000,,ZARATE,BA,PLANT.CERVEC.QUILMES,,,,,2800,AZK995,590816,340611,7.000,2,120,,,,21.0,-71.0,901,MARK,P 1.2,H,87.5,0.0,17,23,0.7,TELECOM ARGENTINA S.A.,11133CNT 93,A,MXD
181,150,18750.000,18630.000,,CIUDAD DE BUENOS AIR,CF,AV.CORONEL DIAZ 2717,AV. CORONEL DIAZ,2717,,,1001,,582415,343454,10.000,2,120,,,,14.0,-85.5,900,ANDREW,P0.6 HP2-180F,V,301.3,-11.8,4,97,2.1,YPF S.A.,10475CNT 93,A,MXD
181,149,18630.000,18750.000,,CIUDAD DE BUENOS AIR,CF,BULNES 2756,BULNES,2756,,,1001,,582421,343451,10.000,2,120,,,,14.0,-85.5,900,ANDREW,P0.6 HP2-180F,V,121.3,11.8,5,54,2.1,YPF S.A.,10475CNT 93,A,MXD
181,155,18030.000,19040.000,AZY33,CIUDAD DE BUENOS AIR,CF,ONCE,,,,,1001,AZY74,582404,343612,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,V,93.0,0.0,15,70,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,156,19040.000,18030.000,AZY74,CIUDAD DE BUENOS AIR,CF,TRIBUNALES,,,,,1001,AZY33,582316,343615,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,V,273.0,0.0,18,61,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,158,18930.000,17920.000,,CIUDAD DE BUENOS AIR,CF,TRIBUNALES,,,,,1001,,582316,343615,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,H,132.0,0.0,18,61,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,157,17920.000,18930.000,,CIUDAD DE BUENOS AIR,CF,TACUARI,,,,,1001,,582245,343639,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,H,312.0,0.0,20,45,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,162,19040.000,18030.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,AZY41,582704,343347,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,V,122.0,0.0,13,106,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,161,18030.000,19040.000,AZY41,CIUDAD DE BUENOS AIR,CF,PALERMO,,,,,1001,AZY39,582611,343415,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,V,302.0,0.0,10,70,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,167,18030.000,19040.000,,CIUDAD DE BUENOS AIR,CF,PZA S.MARTIN,,,,,1001,,582218,343552,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,V,204.0,0.0,10,50,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,168,19040.000,18030.000,AZY48,CIUDAD DE BUENOS AIR,CF,MICROCENTRO,,,,,1001,,582237,343608,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,V,24.0,0.0,15,75,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,170,19040.000,18030.000,,CIUDAD DE BUENOS AIR,CF,MICROCENTRO,,,,,1001,,582237,343608,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,H,158.0,0.0,15,75,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,169,18030.000,19040.000,,CIUDAD DE BUENOS AIR,CF,PZA DE MAYO,,,,,1001,,582224,343636,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,H,338.0,0.0,18,57,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,171,17920.000,18930.000,,CIUDAD DE BUENOS AIR,CF,PZA DE MAYO,,,,,1001,,582224,343636,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,V,81.0,0.0,18,61,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,172,18930.000,17920.000,,CIUDAD DE BUENOS AIR,CF,SAN TELMO,,,,,1001,,582228,343703,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,V,261.0,0.0,12,52,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,177,17920.000,18930.000,,CIUDAD DE BUENOS AIR,CF,LUGANO,,,,,1001,,582756,344134,28.000,2,480,,,,20.0,-71.0,901,,P 1.2 m,V,253.0,0.0,9,72,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,178,18930.000,17920.000,,ALDO BONZI,BA,ALDO BONZI,,,,,1770,,583115,344224,28.000,2,480,,,,20.0,-71.0,901,,P 1.2 m,V,73.0,0.0,18,60,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,184,19040.000,18030.000,,OLIVOS,BA,OLIVOS YCO,,,,,1636,,582844,343020,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,H,174.0,0.0,4,52,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,183,18030.000,19040.000,,CIUDAD DE BUENOS AIR,CF,PTE.SAAVEDRA,,,,,1001,,582830,343220,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,H,354.0,0.0,19,55,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,194,19122.500,18112.500,,CIUDAD DE BUENOS AIR,CF,SAN CRISTOBAL,,,,,1001,,582327,343738,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,H,340.0,0.0,21,50,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,193,18112.500,19122.500,,CIUDAD DE BUENOS AIR,CF,ONCE,,,,,1001,,582404,343612,28.000,2,480,,,,20.0,-71.0,900,,P 60 cm,H,160.0,0.0,15,60,0.4,C.R.M. S.A.,3713CNT 92,A,MXD
181,207,18250.000,19260.000,,CIUDAD DE BUENOS AIR,CF,AV.A.ALCORTA 3506,,,,,1001,,582429,343916,14.000,2,240,,,,20.0,-75.0,901,MARK,P 1.2 m,V,32.7,0.0,3,90,0.7,COCA COLA SAIC Y F,16364CNT 93,A,MXD
181,208,19260.000,18250.000,,CIUDAD DE BUENOS AIR,CF,AV.H.PUYRREDON 1651,,,,,1001,,582656,343608,14.000,2,240,,,,20.0,-75.0,901,MARK,P 1.2 m,V,212.7,0.0,10,90,0.7,COCA COLA SAIC Y F,16364CNT 93,A,MXD
181,209,18525.000,19535.500,,CIUDAD DE BUENOS AIR,CF,AV.A.ALCORTA 3506,,,,,1001,,582429,343916,14.000,2,240,,,,20.0,-75.0,906,MARK,P 0.6 m,V,59.3,0.0,3,30,0.7,COCA COLA SAIC Y F,16364CNT 93,A,MXD
181,210,19535.000,18525.000,,CIUDAD DE BUENOS AIR,CF,OLAVARRIA 3240,,,,,1001,,582342,343853,14.000,2,240,,,,20.0,-75.0,906,MARK,P 0.6 m,V,239.3,0.0,3,30,0.7,COCA COLA SAIC Y F,16364CNT 93,A,MXD
181,213,18002.500,19012.500,,CIUDAD DE BUENOS AIR,CF,BSF,,,,,1001,,582217,343607,20.000,2,510,,,,16.0,-83.0,0,ANDREW,PASIVO,V,149.7,-0.1,13,95,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,214,19012.500,18002.500,,CIUDAD DE BUENOS AIR,CF,TLP,,,,,1001,,582125,343719,20.000,2,510,,,,16.0,-83.0,904,DMC,18 M P 0.70 m,V,329.7,0.1,5,63,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,215,19012.500,18002.500,,CIUDAD DE BUENOS AIR,CF,BSF (PASIVO),,,,,1001,,582217,343607,20.000,2,510,,,,16.0,-83.0,0,ANDREW,PASIVO,V,274.6,0.0,13,95,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,216,18002.500,19012.500,,CIUDAD DE BUENOS AIR,CF,LMA,,,,,1001,,582200,343606,20.000,2,510,,,,16.0,-83.0,904,DMC,18 M P 0.70 m,V,94.6,0.0,13,40,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,217,18670.000,18790.000,,CIUDAD DE BUENOS AIR,CF,FLR,,,,,1001,,582721,343731,20.000,2,150,,,,16.0,-83.0,903,DMC,18 M P 0.70 m,V,87.7,-0.4,17,99,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,218,18790.000,18670.000,,CIUDAD DE BUENOS AIR,CF,TLP,,,,,1001,,582125,343719,20.000,2,150,,,,16.0,-83.0,903,DMC,18 M P 0.70 m,V,267.7,0.4,5,60,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,219,17947.500,18957.500,,CIUDAD DE BUENOS AIR,CF,ESM339,ESMERALDA,339,,,1001,,582237,343614,20.000,2,510,,,,23.0,-83.0,904,DMC,18 M P 0.70 m,V,137.7,0.0,22,72,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,220,18957.500,17947.500,,CIUDAD DE BUENOS AIR,CF,TLP,,,,,1001,,582125,343719,20.000,2,510,,,,23.0,-83.0,904,DMC,18 M P 0.70 m,V,317.7,0.0,5,63,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,221,18670.000,18790.000,,CIUDAD DE BUENOS AIR,CF,ESM339,ESMERALDA,339,,,1001,,582237,343614,20.000,2,150,,,,16.0,-83.0,903,DMC LC,P 0.48 m,V,137.7,0.0,22,73,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,222,18790.000,18670.000,,CIUDAD DE BUENOS AIR,CF,TLP,,,,,1001,,582125,343719,20.000,2,150,,,,16.0,-83.0,903,DMC LC,P 0.48 m,V,317.7,0.0,5,61,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,223,18690.000,18810.000,,CIUDAD DE BUENOS AIR,CF,ESM339,ESMERALDA,339,,,1001,,582237,343614,20.000,2,150,,,,20.0,-83.0,903,DMC LC,P 0.48 m,V,346.2,-2.8,8,47,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,224,18810.000,18690.000,,CIUDAD DE BUENOS AIR,CF,PRO,,,,,1001,,582250,343529,20.000,2,150,,,,20.0,-83.0,903,DMC LC,P 0.48 m,V,166.2,2.8,8,118,0.0,IMPSAT S.A.,20301CNT 93,A,MXD
181,228,19590.000,18580.000,AZM289,SALTA,ST,GRAND BOURG,,,,,4400,AZL919,652435,244710,28.000,2,480,,,,19.0,-83.0,906,,P 0.6m,H,122.0,0.0,1282,24,2.1,TELECOM ARGENTINA S.A.,24620CNT 93,A,MXD
181,227,18580.000,19590.000,AZL919,SALTA,ST,ZABALA,,,,,4400,AZM289,652214,244830,28.000,2,480,,,,19.0,-83.0,906,,P 0.6m,H,302.0,0.0,1160,54,1.8,TELECOM ARGENTINA S.A.,24620CNT 93,A,MXD
181,233,17975.000,18985.000,AZL355,PUERTO GENERAL SAN M,SF,PTO.GRAL.SAN MARTIN,,,,,2202,AZK20,604444,324225,28.000,2,480,,,,19.0,-82.0,906,,P 0.6m,H,165.1,0.0,25,18,1.2,TELECOM ARGENTINA S.A.,2215CNT 94,A,MXD
181,234,18985.000,17975.000,AZK20,SAN LORENZO,SF,SAN LORENZO,,,,,2200,AZL355,604358,324452,28.000,2,480,,,,19.0,-82.0,906,,P 0.6m,H,345.1,0.0,27,20,1.0,TELECOM ARGENTINA S.A.,2215CNT 94,A,MXD
181,235,17755.000,18765.000,AZK67,VESPUCIO,ST,VESPUCIO REP.,,,,,4562,AZL863,634904,223645,28.000,2,480,,,,19.0,-83.0,906,,P 0.6m,H,1.0,0.1,462,30,0.2,TELECOM ARGENTINA S.A.,2218CNT 94,A,MXD
181,236,18765.000,17755.000,AZL863,TARTAGAL,ST,TARTAGAL,,,,,4560,AZK67,634900,223200,28.000,2,480,,,,19.0,-83.0,906,,P 0.6m,H,181.0,-0.1,502,30,0.2,TELECOM ARGENTINA S.A.,2218CNT 94,A,MXD
181,237,17865.000,18875.000,AZM332,PICHANAL,ST,PICHANAL REPETIDORA,,,,,4534,AZK65,641001,231701,28.000,2,480,,,,19.0,-83.0,906,,P 0.6m,H,217.0,0.0,317,15,0.1,TELECOM ARGENTINA S.A.,2219CNT 94,A,MXD
181,238,18875.000,17865.000,AZK65,PICHANAL,ST,PICHANAL CENTRAL,,,,,4534,AZM332,641126,231846,28.000,2,480,,,,19.0,-83.0,906,,P 0.6m,H,37.0,0.0,306,25,0.1,TELECOM ARGENTINA S.A.,2219CNT 94,A,MXD
181,239,17755.000,18765.000,AZM225,CHAJARI,ER,CHAJARI CENTRAL,,,,,3228,AZK376,575910,304532,28.000,2,480,,,,19.0,-79.5,906,,P 0.6m,H,68.0,0.0,60,20,0.5,TELECOM ARGENTINA S.A.,23491CNT 93,A,MXD
181,240,18765.000,17755.000,AZK376,CHAJARI,ER,CHAJARI REP.,,,,,3228,AZM225,575719,304453,28.000,2,480,,,,19.0,-79.5,906,,P 0.6m,H,248.0,0.0,56,24,0.5,TELECOM ARGENTINA S.A.,23491CNT 93,A,MXD
181,241,18610.000,18730.000,,CIUDAD DE BUENOS AIR,CF,GAMBOA 6130,GAMBOA,6130,,,1001,,583107,343754,10.000,2,120,,,,14.0,-85.5,906,,P 0.6m,H,71.5,0.0,23,92,1.8,DISCO S.A.,24783CNT 93,A,MXD
181,242,18730.000,18610.000,,CIUDAD DE BUENOS AIR,CF,LARREA 847,LARREA,847,,,1001,,582403,343557,10.000,2,120,,,,14.0,-85.5,906,,P 0.6m,H,251.5,0.0,13,86,1.8,DISCO S.A.,24783CNT 93,A,MXD
181,244,18770.000,18650.000,,CIUDAD DE BUENOS AIR,CF,LARREA 847,LARREA,847,,,1001,,582403,343557,10.000,2,120,,,,14.0,-85.5,906,,P 0.6m,V,263.7,0.0,13,84,1.8,DISCO S.A.,24783CNT 93,A,MXD
181,243,18650.000,18770.000,,CIUDAD DE BUENOS AIR,CF,TUCUMAN 3720,TUCUMAN,3720,,,1001,,582458,343602,10.000,2,120,,,,14.0,-85.5,906,,P 0.6m,V,83.7,0.0,18,80,1.8,DISCO S.A.,24783CNT 93,A,MXD
181,245,17975.000,18985.000,AZM202,CORDOBA,CD,ALTA CORDOBA,,,,,5000,,641104,312339,27.000,2,480,,,,13.0,-76.0,906,,P 0.6m,V,23.6,0.0,425,27,1.0,TELECOM ARGENTINA S.A.,3846CNT 94,A,MXD
181,246,18985.000,17975.000,,CORDOBA,CD,CORDOBA CTI,,,,,5000,AZM202,641002,312138,27.000,2,480,,,,13.0,-76.0,905,,P 1.2m,V,203.6,0.0,429,50,1.0,TELECOM ARGENTINA S.A.,3846CNT 94,A,MXD
181,247,18195.000,19205.000,AZL6,ESCOBAR,BA,ESCOBAR,,,,,1625,AZM451,584745,342055,28.000,2,480,,,,13.5,-110.0,701,,P 1.2m,V,161.3,-7.0,23,35,1.0,TELECOM ARGENTINA S.A.,4901CNT 94,A,MXD
181,248,19205.000,18195.000,AZM451,MAQUINISTA FRANCISCO,BA,MAQUINISTA SAVIO,,,,,1620,AZL6,584613,342439,28.000,2,480,,,,13.5,-110.0,701,,P 1.2m,V,341.3,7.0,17,30,1.0,TELECOM ARGENTINA S.A.,4901CNT 94,A,MXD
181,249,17975.000,18985.000,AZK391,DON TORCUATO,BA,DON TORCUATO TELECOM,,,,,1611,AZM531,583803,342943,8.000,2,120,,,,19.0,-73.0,906,,P 0.6m,V,305.0,0.0,20,34,1.2,TELECOM ARGENTINA S.A.,6344CNT 94,A,MXD
181,250,18985.000,17975.000,AZM531,EL TALAR,BA,EL TALAR (ICI INTEC),,,,,1618,AZK391,583936,342849,8.000,2,120,,,,19.0,-73.0,906,,P 0.6m,V,125.0,0.0,18,23,1.2,TELECOM ARGENTINA S.A.,6344CNT 94,A,MXD
181,254,18792.500,17782.500,AZM521,MENDOZA,MZ,CCM MENDOZA,,,,,5500,AZM522,685303,325317,25.500,2,480,,,,20.0,-100.0,906,,P 0.6m,H,84.0,0.0,850,30,0.6,TELEFONICA DE ARGENTINA S.A.,7617CNT 94,A,MXD
181,253,17782.500,18792.500,AZM522,MENDOZA,MZ,MENDOZA,,,,,5500,AZM521,685041,325305,25.500,2,480,,,,20.0,-100.0,906,,P 0.6m,H,264.0,0.0,750,40,0.6,TELEFONICA DE ARGENTINA S.A.,7617CNT 94,A,MXD
181,255,18580.000,19590.000,AZK60,SAN SALVADOR DE JUJU,JJ,SAN S. DE JUJUY,,,,,4600,,651815,241114,28.000,2,480,,,,18.7,-75.5,905,,P 1.2m,V,141.0,-1.1,1275,30,3.6,TELECOM ARGENTINA S.A.,6626CNT 94,A,MXD
181,257,18305.000,19315.000,AZK60,SAN SALVADOR DE JUJU,JJ,SAN S. DE JUJUY,,,,,4600,,651815,241114,28.000,2,480,,,,18.7,-75.5,905,,P 1.2m,V,141.0,-1.1,1275,30,3.6,TELECOM ARGENTINA S.A.,6626CNT 94,A,MXD
181,256,19590.000,18580.000,,SAN SALVADOR DE JUJU,JJ,B° EL PARQUE,,,,,4600,AZK60,651948,240931,28.000,2,480,,,,18.7,-75.5,905,,P 1.2m,V,321.0,1.1,1360,24,2.2,TELECOM ARGENTINA S.A.,6626CNT 94,A,MXD
