CB,NA,FT,FR,SDT,LOC,PRO,EST,EST2,EST3,EST4,EST5,EST6,SDR,LON,LAT,BN,CS,N,NRE,MME,MME2,PTX,PIM,TA,MMA,MMA2,POL,ACU,E,CT,HA,AAL,USU,ETI,CON,SER_SIS1
181,986,19370.000,18360.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,LSQ655,582704,343344,28.000,2,480,,,,9.0,-75.0,900,P 0.6M HP,,H,111.0,-2.5,13,107,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,988,19507.500,18497.500,LSQ659,MORON,BA,PALOMAR,,,,,1708,AZZ291,583513,343707,28.000,2,480,,,,20.0,-71.0,901,P 1.2M HP,,V,143.7,-0.1,20,70,1.7,C.R.M. S.A.,15695CNC 98,A,MXD
181,990,19425.000,18415.000,AZY66,CIUDAD DE BUENOS AIR,CF,CHACARITA,,,,,1001,AZY57,582635,343524,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,216.6,0.6,13,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,992,19315.000,18305.000,AZY66,CIUDAD DE BUENOS AIR,CF,CHACARITA,,,,,1001,AZY200,582635,343524,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,103.7,-0.1,13,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,994,19507.500,18497.500,AZY66,CIUDAD DE BUENOS AIR,CF,CHACARITA,,,,,1001,AZY99,582635,343524,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,307.5,0.0,13,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,995,18415.000,19425.000,AZY99,CIUDAD DE BUENOS AIR,CF,"COLEGIALES(J,NEWBERY",,,,,1001,AZY46,582713,343500,28.000,2,480,,,,21.0,-75.0,901,P 1.2M HP,,H,248.7,0.1,20,41,2.9,C.R.M. S.A.,15695CNC 98,A,MXD
181,998,19315.000,18305.000,AZY46,CIUDAD DE BUENOS AIR,CF,PATERNAL,,,,,1001,AZY96,582806,343517,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,20.2,-0.5,20,81,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1000,19507.500,18497.500,AZY79,CIUDAD DE BUENOS AIR,CF,MENDOZA,,,,,1001,AZY94,582707,343327,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,50.6,-2.5,10,86,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1002,19370.000,18360.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,AZY96,582704,343344,28.000,2,480,,,,8.0,-75.0,900,P 0.6M HP,,V,216.3,-1.0,13,107,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1004,19315.000,18305.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,AZY94,582704,343344,28.000,2,480,,,,3.0,-75.0,900,P 0.6M HP,,V,31.3,-3.0,13,107,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1006,19507.500,18497.500,AZY32,CIUDAD DE BUENOS AIR,CF,COLEGIALES,,,,,1001,LSQ655,582654,343405,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,97.9,-0.8,18,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1008,19315.000,18305.000,AZY32,CIUDAD DE BUENOS AIR,CF,COLEGIALES,,,,,1001,AZY41,582654,343405,28.000,2,480,,,,8.0,-75.0,900,P 0.6M HP,,V,101.7,-0.1,18,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1010,19617.500,18607.500,AZY217,CIUDAD DE BUENOS AIR,CF,INDEPENDENCIA,,,,,1001,AZY63,582408,343725,28.000,2,480,,,,8.0,-75.0,900,P 0.6M HP,,V,272.3,-0.5,20,84,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1012,19617.500,18607.500,AZY90,CIUDAD DE BUENOS AIR,CF,CASTRO BARROS,,,,,1001,AZY63,582513,343645,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,173.8,-0.8,23,84,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1014,19315.000,18305.000,AZY62,CIUDAD DE BUENOS AIR,CF,PLAZA MISERERE,,,,,1001,AZY90,582431,343637,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,257.0,0.2,18,84,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1016,19507.500,18497.500,AZY62,CIUDAD DE BUENOS AIR,CF,PLAZA MISERERE,,,,,1001,AZY69,582431,343637,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,V,94.8,-0.1,18,84,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1018,19370.000,18360.000,AZZ434,CIUDAD DE BUENOS AIR,CF,CONGRESO,,,,,1001,AZY69,582324,343643,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,V,277.3,0.8,18,68,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1020,19315.000,18305.000,AZZ434,CIUDAD DE BUENOS AIR,CF,CONGRESO,,,,,1001,LSQ654,582324,343643,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,179.0,-0.5,18,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1022,19507.500,18497.500,AZY56,CIUDAD DE BUENOS AIR,CF,TROVADOR,,,,,1001,AZY57,582853,343710,28.000,2,480,,,,8.0,-75.0,900,P 0.6M HP,,H,66.1,1.6,18,54,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1024,19507.500,18497.500,AZY203,CIUDAD DE BUENOS AIR,CF,CABALLITO NORTE,,,,,1001,AZY57,582654,343643,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,V,265.0,1.7,18,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1026,19315.000,18305.000,LSQ304,CIUDAD DE BUENOS AIR,CF,VILLA CRESPO,,,,,1001,AZY57,582609,343605,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,243.2,0.7,20,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1028,19507.500,18497.500,LSQ304,CIUDAD DE BUENOS AIR,CF,VILLA CRESPO,,,,,1001,AZY80,582609,343605,28.000,2,480,,,,6.0,-75.0,900,P 0.6M HP,,V,133.9,0.4,15,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1030,19425.000,18415.000,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,,,,,1001,AZY205,583120,343737,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,96.2,0.0,22,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1032,19315.000,18305.000,AZY209,CIUDAD DE BUENOS AIR,CF,RECUERO,,,,,1001,AZY30,582749,343847,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,38.6,0.2,8,46,0.0,C.R.M. S.A.,15695CNC 98,A,MXD
181,1034,19617.500,18607.500,AZY51,CIUDAD DE BUENOS AIR,CF,PLAZA FLORES,,,,,1001,AZY30,582740,343725,28.000,2,480,,,,17.0,-78.0,900,P 0.6M HP,,H,113.5,-1.3,22,58,5.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1036,19617.500,18607.500,AZY81,CIUDAD DE BUENOS AIR,CF,VILLA URQUIZA,,,,,1001,AZY53,582938,343359,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,125.1,0.2,15,59,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1038,19315.000,18305.000,AZY53,CIUDAD DE BUENOS AIR,CF,MONROE,,,,,1001,AZY64,582900,343421,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,41.5,0.0,20,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1040,19507.500,18497.500,AZY61,CIUDAD DE BUENOS AIR,CF,SAN CRISTOBAL,,,,,1001,AZY87,582323,343732,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,132.7,-0.8,20,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1042,19425.000,18415.000,AZY61,CIUDAD DE BUENOS AIR,CF,SAN CRISTOBAL,,,,,1001,AZY77,582323,343732,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,84.0,0.1,20,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1044,19425.000,18415.000,AZY89,CIUDAD DE BUENOS AIR,CF,SAN LORENZO,,,,,1001,AZY78,582530,343810,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,114.2,0.1,18,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1046,19315.000,18305.000,AZY89,CIUDAD DE BUENOS AIR,CF,SAN LORENZO,,,,,1001,AZY63,582530,343810,28.000,2,480,,,,6.0,-75.0,900,P 0.6M HP,,H,21.1,0.4,18,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1048,19315.000,18305.000,AZY88,CIUDAD DE BUENOS AIR,CF,CLINICA SARDA,,,,,1001,AZY63,582409,343800,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,V,307.3,0.3,20,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1050,19315.000,18305.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,AZY92,582704,343344,28.000,2,480,,,,1.0,-75.0,900,P 0.6M HP,,H,104.6,-2.0,13,107,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1052,19507.500,18497.500,AZY65,CIUDAD DE BUENOS AIR,CF,VILLA PUEYRREDON,,,,,1001,AZY31,583040,343443,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,236.6,0.7,18,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1054,19315.000,18305.000,AZY54,CIUDAD DE BUENOS AIR,CF,NAZCA,,,,,1001,AZY31,582943,343542,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,291.8,0.3,23,54,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1056,19425.000,18415.000,AZY83,CIUDAD DE BUENOS AIR,CF,MATADEROS,,,,,1001,AZY210,582917,344036,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,34.6,-0.1,18,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1058,19507.500,18497.500,AZY83,CIUDAD DE BUENOS AIR,CF,MATADEROS,,,,,1001,AZY43,582917,344036,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,335.8,0.1,18,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1060,19370.000,18360.000,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,,,,,1001,AZY43,583120,343737,28.000,2,480,,,,17.0,-75.0,901,P 1.2M HP,,V,147.7,-0.1,22,70,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1062,19425.000,18415.000,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,,,,,1001,AZY206,583120,343737,28.000,2,480,,,,15.0,-75.0,900,P 0.6M HP,,H,245.2,0.0,22,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1064,19315.000,18305.000,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,,,,,1001,AZY204,583120,343737,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,358.3,-0.5,22,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1066,19617.500,18607.500,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,,,,,1001,AZY207,583120,343737,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,185.9,-0.3,22,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1068,19425.000,18415.000,AZY82,CIUDAD DE BUENOS AIR,CF,VERSALLES,,,,,1001,LSQ256,583120,343737,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,19.7,0.1,23,45,1.0,C.R.M. S.A.,15695CNC 98,A,MXD
181,1070,19315.000,18305.000,AZY77,CIUDAD DE BUENOS AIR,CF,P.MADERO SUR,,,,,1001,AZY49,582202,343725,28.000,2,480,,,,6.0,-75.0,900,P 0.6M HP,,V,343.8,-0.1,8,78,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1072,19370.000,18360.000,AZY84,CIUDAD DE BUENOS AIR,CF,J.JAURES,,,,,1001,AZY33,582418,343551,28.000,2,480,,,,8.0,-75.0,900,P 0.6M HP,,V,150.1,-0.3,14,54,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1074,19315.000,18305.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,AZY97,582704,343344,28.000,2,480,,,,1.0,-75.0,900,P 0.6M HP,,H,272.7,-2.6,13,107,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1076,19315.000,18305.000,AZY35,CIUDAD DE BUENOS AIR,CF,PLAZA ITALIA,,,,,1001,AZY216,582514,343456,28.000,2,480,,,,3.0,-75.0,900,P 0.6M HP,,H,302.1,-0.1,10,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1078,19315.000,18305.000,LSQ292,CIUDAD DE BUENOS AIR,CF,PQUE.SAAVEDRA,,,,,1001,AZY92,582843,343315,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,14.5,0.6,8,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1080,19315.000,18305.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,AZY219,582704,343344,28.000,2,480,,,,6.0,-75.0,900,P 0.6M HP,,V,308.6,-1.1,13,107,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1081,18360.000,19370.000,AZY93,CIUDAD DE BUENOS AIR,CF,CLUB OBRAS,,,,,1001,AZY39,582623,343247,28.000,2,480,,,,10.0,-78.0,900,P 0.6M HP,,H,210.6,2.0,5,45,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1083,18607.500,19617.500,LSQ305,GONZALEZ CATAN,BA,MOSCONI Y GRAL. PAZ,,,,,1759,AZZ290,583134,343927,28.000,2,480,,,,17.0,-75.0,901,P 1.2M HP,,V,232.5,0.3,25,43,0.0,C.R.M. S.A.,15695CNC 98,A,MXD
181,1086,19617.500,18607.500,AZY697,VICENTE LOPEZ,BA,ACCESO NORTE,,,,,1638,AZY92,582929,343252,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,61.3,-0.1,20,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1088,19507.500,18497.500,AZY93,CIUDAD DE BUENOS AIR,CF,CLUB OBRAS,,,,,1001,AZY92,582623,343247,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,282.7,-0.6,19,68,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1089,18607.500,19617.500,AZY57,CIUDAD DE BUENOS AIR,CF,PLAZA IRLANDA,,,,,1001,AZY55,582750,343647,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,303.9,-1.2,13,108,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1091,18607.500,19617.500,AZY57,CIUDAD DE BUENOS AIR,CF,PLAZA IRLANDA,,,,,1001,AZY201,582750,343647,28.000,2,480,,,,6.0,-75.0,900,P 0.6M HP,,V,30.0,0.1,13,39,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1093,18305.000,19315.000,AZY200,CIUDAD DE BUENOS AIR,CF,PALERMO VIEJO II,,,,,1001,AZY60,582550,343533,28.000,2,480,,,,7.0,-78.0,900,P 0.6M HP,,V,105.1,0.0,13,44,5.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1095,18607.500,19617.500,AZY70,CIUDAD DE BUENOS AIR,CF,SALGUERO,,,,,1001,AZY62,582505,343610,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,V,134.0,0.1,23,65,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1097,18305.000,19315.000,AZY44,CIUDAD DE BUENOS AIR,CF,CLINICAS,,,,,1001,AZY215,582350,343544,28.000,2,480,,,,1.0,-75.0,900,P 0.6M HP,,H,94.6,0.5,20,78,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1099,18497.500,19507.500,AZY72,CIUDAD DE BUENOS AIR,CF,BOTANICO,,,,,1001,AZY35,582442,343445,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,247.3,0.3,5,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1101,18305.000,19315.000,AZY86,CIUDAD DE BUENOS AIR,CF,ALCORTA,,,,,1001,AZY74,582325,343500,28.000,2,480,,,,1.0,-75.0,900,P 0.6M HP,,V,163.1,-1.2,5,66,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1103,18305.000,19315.000,AZY71,CIUDAD DE BUENOS AIR,CF,PALERMO VIEJO I,,,,,1001,AZY73,582445,343527,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,69.3,0.0,16,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1105,18607.500,19617.500,AZY87,CIUDAD DE BUENOS AIR,CF,LA BOCA,,,,,1001,AZY77,582200,343835,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,358.7,0.5,8,60,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1107,18305.000,19315.000,AZY49,CIUDAD DE BUENOS AIR,CF,PLAZA DE MAYO,,,,,1001,AZY76,582220,343634,28.000,2,480,,,,3.0,-75.0,900,P 0.6M HP,,H,30.5,-0.8,8,73,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1109,17727.500,18737.500,AZY48,CIUDAD DE BUENOS AIR,CF,MICROCENTRO,,,,,1001,LSQ672,582239,343604,28.000,2,480,,,,18.0,-88.0,900,P 0.6M HP,,H,316.2,0.0,18,78,5.0,C.R.M. S.A.,15695CNC 98,A,MXD
181,1111,18630.000,18750.000,AZY57,CIUDAD DE BUENOS AIR,CF,PLAZA IRLANDA,,,,,1001,AZY59,582750,343647,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,H,152.2,-0.5,13,40,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1113,18630.000,18750.000,AZZ424,MANUEL B. GONNET,BA,GONNET,,,,,1897,LSQ783,580120,345323,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,V,102.3,0.2,9,40,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1115,18750.000,18630.000,LSQ293,LA PLATA,BA,LOCAL LA PLATA,,,,,1900,LAQ784,575709,345449,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,V,221.4,1.6,19,15,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1117,18770.000,18650.000,AZY33,CIUDAD DE BUENOS AIR,CF,ONCE,,,,,1001,LSQ685,582404,343611,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,H,2.1,-1.0,12,72,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1119,18630.000,18750.000,AZY52,CIUDAD DE BUENOS AIR,CF,CABRERA,,,,,1001,AZY99,582629,343416,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,H,219.4,0.0,12,10,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1121,18630.000,18750.000,AZY52,CIUDAD DE BUENOS AIR,CF,CABRERA,,,,,1001,AZY32,582629,343416,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,H,298.1,0.0,12,10,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1123,18630.000,18750.000,LSQ258,CIUDAD DE BUENOS AIR,CF,SHOWSPORT,,,,,1001,AZY48,582231,343612,7.000,2,120,,,,20.0,-83.0,0,,DMC 18 LC,V,320.5,10.9,15,75,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1082,19370.000,18360.000,AZY39,CIUDAD DE BUENOS AIR,CF,BELGRANO,,,,,1001,AZY93,582704,343344,28.000,2,480,,,,10.0,-78.0,900,"P 0,6M HP",,H,30.6,-1.9,13,107,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1084,19617.500,18607.500,AZZ290,SAN JUSTO,BA,SAN JUSTO,,,,,1754,LSQ305,583347,344051,28.000,2,480,,,,17.0,-75.0,901,"P 1,2M HP",,V,52.5,0.3,25,43,0.0,C.R.M. S.A.,15695CNC 98,A,MXD
181,1085,18607.500,19617.500,AZY92,CIUDAD DE BUENOS AIR,CF,PTE. SAAVEDRA,,,,,1001,AZY697,582827,343224,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,H,241.3,0.1,19,65,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1087,18497.500,19507.500,AZY92,CIUDAD DE BUENOS AIR,CF,PTE. SAAVEDRA,,,,,1001,AZY93,582827,343224,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,102.7,-0.6,19,68,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1090,19617.500,18607.500,AZY55,CIUDAD DE BUENOS AIR,CF,PATERNAL II,,,,,1001,AZY57,582857,343610,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,123.9,-1.2,13,108,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1092,19617.500,18607.500,AZY201,CIUDAD DE BUENOS AIR,CF,WARNES,,,,,1001,AZY57,582717,343600,28.000,2,480,,,,6.0,-75.0,900,P 0.6M HP,,V,210.0,-0.1,10,45,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1094,19315.000,18305.000,AZY60,CIUDAD DE BUENOS AIR,CF,ALMAGRO,,,,,1001,AZY200,582505,343543,28.000,2,480,,,,7.0,-78.0,900,P 0.6M HP,,V,285.1,0.0,18,38,5.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1096,19617.500,18607.500,AZY62,CIUDAD DE BUENOS AIR,CF,PLAZA MISERERE,,,,,1001,AZY70,582431,343637,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,V,314.0,-0.7,18,84,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1098,19315.000,18305.000,AZY215,CIUDAD DE BUENOS AIR,CF,SANTA FE,,,,,1001,AZY44,582335,343545,28.000,2,480,,,,1.0,-75.0,900,P 0.6M HP,,H,274.6,-0.5,23,78,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1100,19507.500,18497.500,AZY35,CIUDAD DE BUENOS AIR,CF,PLAZA ITALIA,,,,,1001,AZY72,582514,343556,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,67.3,-0.3,10,72,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1102,19315.000,18305.000,AZY74,CIUDAD DE BUENOS AIR,CF,RECOLETA,,,,,1001,AZY86,582318,343519,28.000,2,480,,,,1.0,-75.0,900,P 0.6M HP,,V,343.1,1.2,16,42,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1104,19315.000,18305.000,AZY73,CIUDAD DE BUENOS AIR,CF,AUSTRIA,,,,,1001,AZY71,582416,343518,28.000,2,480,,,,10.0,-75.0,900,P 0.6M HP,,H,249.3,0.0,10,78,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1106,19617.500,18607.500,AZY77,CIUDAD DE BUENOS AIR,CF,P. MADERO SUR,,,,,1001,AZY87,582202,343725,28.000,2,480,,,,17.0,-75.0,900,P 0.6M HP,,V,178.7,-0.5,8,78,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1108,19315.000,18305.000,AZY76,CIUDAD DE BUENOS AIR,CF,ITBA,,,,,1001,AZY49,582205,343613,28.000,2,480,,,,3.0,-75.0,900,P 0.6M HP,,H,210.5,0.8,8,62,0.5,C.R.M. S.A.,15695CNC 98,A,MXD
181,1110,18737.500,17727.500,LSQ672,CIUDAD DE BUENOS AIR,CF,LIBERTAD,,,,,1001,AZY48,582300,343546,28.000,2,480,,,,18.0,-88.0,900,P 0.6M HP,,H,136.2,0.0,18,62,5.0,C.R.M. S.A.,15695CNC 98,A,MXD
181,1112,18750.000,18630.000,AZY59,CIUDAD DE BUENOS AIR,CF,FLORES II,,,,,1001,AZY57,582718,343737,7.000,2,120,,,,20.0,-74.0,900,P 0.6M HP,,H,332.2,0.5,22,15,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1114,18750.000,18630.000,LSQ783,LA PLATA,BA,LA PLATA II,,,,,1900,AZZ424,575611,345418,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,V,282.3,-0.2,8,70,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1116,18630.000,18750.000,LSQ784,LA PLATA,BA,LA PLATA III,,,,,1900,LSQ293,575723,345502,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,V,41.4,-1.6,12,36,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1118,18650.000,18770.000,LSQ685,CIUDAD DE BUENOS AIR,CF,TTI,,,,,1001,AZY33,582402,343527,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,H,182.1,1.0,12,48,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1120,18750.000,18630.000,AZY99,CIUDAD DE BUENOS AIR,CF,JORGE NEWBERY,,,,,1001,AZY52,582713,343500,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,H,39.5,0.0,17,45,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1122,18750.000,18630.000,AZY32,CIUDAD DE BUENOS AIR,CF,COLEGIALES,,,,,1001,AZY52,582654,343405,7.000,2,120,,,,20.0,-74.0,0,,COMSAT HP170-E24,H,118.1,0.0,17,65,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1124,18750.000,18630.000,AZY48,CIUDAD DE BUENOS AIR,CF,MICROCENTRO,,,,,1001,LSQ258,582239,343604,7.000,2,120,,,,20.0,-83.0,0,,DMC 18 LC,V,140.5,-10.9,17,15,2.6,C.R.M. S.A.,15695CNC 98,A,MXD
181,1127,18590.000,18710.000,LSQ783,COLONIA CAROYA,CD,CAROYA CCPI,,,,,5223,AZK33,640347,310132,8.000,2,480,,,,22.0,-89.0,906,P 0.6M,,V,321.5,0.0,527,50,2.7,TELECOM ARGENTINA S.A.,501CNC 99,A,MXD
181,1128,18710.000,18590.000,AZK33,JESUS MARIA,CD,JESUS MARIA,,,,,5220,LSQ783,640544,305925,8.000,2,480,,,,22.0,-89.0,906,P 0.6M,,V,141.5,0.0,531,50,2.6,TELECOM ARGENTINA S.A.,501CNC 99,A,MXD
181,1129,19342.500,18332.500,LSQ766,CORDOBA,CD,MOLINOS,,,,,5000,LSQ767,641303,312657,28.000,2,480,,,,18.0,-80.0,909,P 0.6M,,V,109.9,0.0,456,64,1.6,CTI NORTE S.A.,154CNC 99,A,MXD
181,1130,18332.500,19342.500,LSQ767,CORDOBA,CD,LAS FLORES,,,,,5000,LSQ766,641136,312724,28.000,2,480,,,,18.0,-80.0,909,P 0.6M,,V,289.9,0.0,446,39,1.6,CTI NORTE S.A.,154CNC 99,A,MXD
181,1181,18737.500,17727.500,LPA409,CORDOBA,CD,HUMBERTO PRIMO,,,,,5000,LPA558,641108,312428,28.000,2,480,,,,18.5,-81.0,900,ANDREW VHP2P180,P 0.6M,H,281.3,0.0,400,15,1.2,CTI  S.A.,519CNC 99,A,MXD
