CB,N,3,0|NA,N,4,0|FT,N,9,3|FR,N,9,3|SDT,C,7|LOC,C,20|PRO,C,2|SDR,C,7|LON,N,6,0|LAT,N,6,0|BN,N,7,3|CS,C,1|NRE,C,11|MME,C,20|MME2,C,20|PTX,N,4,1|PIM,N,6,1|TA,N,4,0|MMA,C,20|MMA2,C,20|POL,C,2|ACU,N,5,1|E,N,5,1|CT,N,4,0|HA,N,3,0|AAL,N,4,1|CON,C,1|SER_SIS1,C,5|OBS,C,40
11|362|1516|1462|AZL221|CORONEL HILARIO LAGO|LP|AZK561|635442|350125|2|2|C-0316|IATA|RMD-1502|27|-115|102|ANDREW|GP6-15|H|266.9|0|145|54|5.6|A|MXD|
11|369|1461|1515||CIUDAD DE BUENOS AIR|CF||582615|343956|2.6|2|C-0448|AWA|RMD-1504|37|-95|102|EASTEL|EAP-2|H|270.6|0|3|54|9.5|A|MXD|
11|370|1515|1461||MERLO|BA||584447|343948|2.6|2|C-0448|AWA|RMD-1504|37|-95|102|EASTEL|EAP-2|H|90.6|0|15|73|8.5|A|MXD|
11|393|1464|1518|AZK621|TRENQUE LAUQUEN|BA|AZL256|624312|355743|2|2|C-0316|IATA|RMD-1502|27|-115|102|ANDREW|GP6-15|H|57.1|0|90|39|2.4|A|MXD|
11|394|1518|1464|AZL256|BERUTTI|BA|AZK621|623040|355108|2|2|C-0316|IATA|RMD-1502|27|-115|102|ANDREW|GP6-15|H|237.1|0|88|18|3.1|A|MXD|
11|401|1470|1524|AZN277|NAVARRO|BA|AZL31|591653|350039|2|2|C-0316|IATA|RMD-1502|27|-117.5|103||P 3M|H|257.4|0|32|79|5.5|A|MXD|
11|402|1524|1470|AZL31|LAS MARIANAS|BA|AZN277|593046|350312|2|2|C-0316|IATA|RMD-1502|27|-117.5|102||P 2M|H|77.4|0|39|35|6.6|A|MXD|
11|405|1460|1514|AZL634|VERA|SF|AZK248|601307|292738|2|2|C-0384|ICSI|CTR-210|27|-97.5|103|KRIPER|3m.|H|337.3|0|56|42|3.6|A|MXD|
11|406|1514|1460|AZK248|FORTIN OLMOS|SF| AZK634|602434|290348|2|2|C-0384|ICSI|CTR-210|27|-97.5|103|KRIPER|3m.|H|157.3|0|61|77|5.6|A|MXD|
11|409|1454|1508||SAN JORGE|SF||615307|315338|2|2|C-0384|ICSI|CTR-210|27|-97.5|102|KRIPER|2m.|H|320.2|0|104|28|4.1|A|MXD|
11|410|1508|1454||CRISPI|SF||620213|314421|2|2|C-0384|ICSI|CTR-210|27|-97.5|102|KRIPER|2m.|H|140.2|0|104|23|3.7|A|MXD|
11|419|1458|1512||SAN CARLOS CENTRO|SF||610531|314349|2|2|C-0385|ICSI|CTR-210|27|-97.5|102|KRIPER|2m.|H|350.8|0|40|40|3.9|A|MXD|
11|420|1512|1458||SANTA MARIA|SF||610807|313012|2|2|C-0385|ICSI|CTR-210|27|-97.5|102|KRIPER|2m.|H|170.8|0|48|23|2.6|A|MXD|
11|439|1436|1490|AZL246|RAFAELA|SF|AZL275|612913|311510|2|2|C-0384|ICSI|CTR-210|27|-97.5|102|KRIPER|92|H|161.8|0|99|45|6.1|A|MXD|
11|440|1490|1436|AZL275|AURELIA SUD|SF|AZL246|612520|312516|2|2|C-0384|ICSI|CTR-210|27|-97.5|102|KRIPER|92|H|341.8|0|72|17|3.2|A|MXD|
11|457|1453|1507|AZK348|COLON|BA|AZL335|610430|335236|4|2|C-0318|IATA|RMD-1504|17|-112|102|ANDREW|GP6-15|H|7.8|0|82|40|4|A|MXD|
11|458|1507|1453|AZL335|COLON|BA|AZK348|610257|334309|4|2|C-0318|IATA|RMD-1504|17|-112|102|ANDREW|GP6-15|H|187.8|0|88|30|4.2|A|MXD|
11|459|1470|1524|AZK387|DARREGUEIRA|BA|AZL319|631152|374035|2|2|C-0316|IATA|RMD-1502|27|-116.5|102|ANDREW|GP6-15|H|15.2|0|190|98|6.9|A|MXD|
11|460|1524|1470|AZL319|SAN MIGUEL ARCANGEL|BA|AZK387|630716|372710|2|2|C-0316|IATA|RMD-1502|27|-116.5|102|ANDREW|GP6-15|H|195.2|0|180|30|3.4|A|MXD|
11|461|1447|1501||SAN MARTIN DE LOS AN|NQ||712106|400929|8|2|C-0384|ICSI|CTR-210|27|-91.5|102|AMPO|PT-200|V|34.6|0|630|15|1.6|A|MXD|
11|462|1501|1447||SAN MARTIN DE LOS AN|NQ||712020|400838|8|2|C-0000|||0|-91.5|102|AMPO|PT-200|V|214.6|0|840|17|0.1|A|MXD|
11|463|1447|1501||SAN MARTIN DE LOS AN|NQ||712020|400838|8|2|C-0000|||0|-91.5|102|AMPO|PT-200|V|88.8|0|840|15|0.1|A|MXD|
11|464|1501|1447||SAN MARTIN DE LOS AN|NQ||711820|400836|8|2|C-0384|ICSI|CTR-210|27|-91.5|102|AMPO|PT-200|V|268.8|0|722|22|1.6|A|MXD|
11|467|1462|1516|AZK517|9 DE JULIO|BA|AZL382|605212|352612|2|2|C-0316|IATA|RMD-1502|27|-115|102|ANDREW|GP6-15|H|92|0|112|25|3.4|A|MXD|
11|468|1516|1462|AZL382|PATRICIOS|BA|AZK517|604308|352627|2|2|C-0316|IATA|RMD-1502|27|-115|102|ANDREW|GP6-15|H|272|0|68|17|3.4|A|MXD|
11|475|1432|1486|AYP779|NEUQUEN|NQ|AYP778|680619|385545|2|2|C-0384|ICSI|CTR-210|27|-97.5|103|AMPO|PT-300|V|123.6|0|360|35|3.7|A|MXD|
11|476|1486|1432|AYP778|NEUQUEN|NQ|AYP779|680344|385705|2|2|C-0384|ICSI|CTR-210|27|-97.5|103|AMPO|PT-300|V|303.6|0|270|8|1.4|A|MXD|
11|479|1458|1512|AZK987|ARROYO CABRAL|CD|AZL348|632400|322923|2|2|C-0384|ICSI|CTR-210|27|-95|102||P2|H|224.7|0|217|10|4.4|A|MXD|
11|480|1512|1458|AZL348|LUCA|CD|AZK987|632742|323232|2|2|C-0384|ICSI|CTR-210|27|-95|102||P2|H|44.7|0|221|10|3.6|A|MXD|
11|495|1449|1503||PLAZA HUINCUL|NQ||691020|385517|4|2|C-0384|ICSI|CTR-210/1.5|27|-94.5|102||P2 PT-200-D|V|57.1|0|600|70|5|A|MXD|
11|496|1503|1449||PLAZA HUINCUL|NQ||685004|384501|4|2|C-0384|ICSI|CTR-210/1.5|27|-94.5|102||P2 PT-200-D|V|237.1|0|850|60|4.5|A|MXD|
11|497|1469|1523||PLAZA HUINCUL|NQ||685004|384501|4|2|C-0384|ICSI|CTR-210/1.5|27|-94.5|102||P2 PT-200-D|H|15.7|0|850|60|4.5|A|MXD|
11|498|1523|1469||LOMA DE LA LATA|NQ||684244|382436|4|2|C-0384|ICSI|CTR-210/1.5|27|-94.5|102||P2 PT-200-D|H|195.7|0|380|60|4.5|A|MXD|
11|501|1442|1496|AZK612|SUNCHALES|SF|AZL405|613344|305642|2|2|C-0000|||27|-97.5|102||P2|H|269.6|0|94|38|3.7|A|MXD|
11|502|1496|1442|AZL405|EUSEBIA|SF|AZK612|615125|305649|2|2|C-0000|||27|-97.5|102||P2|H|89.6|0|100|29|3.7|A|MXD|
11|505|1444|1498|AZK815|SAN JORGE|SF|AZL407|615307|315338|2|2|C-0000|||27|-97.5|102||P2|H|15.4|0|104|50|3.5|A|MXD|
11|506|1498|1444|AZL407|GARIBALDI|SF|AZK815|614823|313902|2|2|C-0000|||27|-97.5|102||P2|H|195.4|0|112|35|4|A|MXD|
11|507|1460|1514|AZL578|SAMPACHO|CD|AZL411|644450|332343|2|2|C-0000|||27|-95|102||P2|H|152.3|0|554|13|5.6|A|MXD|
11|508|1514|1460|AZL411|BULNES|CD|AZL578|644045|333012|2|2|C-0000|||27|-95|102||P2|H|332.3|0|433|10|6.8|A|MXD|
11|509|1466|1520|AZL413|DEL CAMPILLO|CD|AZL412|642930|342252|2|2|C-0000|||27|-95|102||P2|V|250.2|0|225|25|6.2|A|MXD|
11|510|1520|1466|AZL412|MATTALDI|CD|AZL413|644936|342852|2|2|C-0000|||27|-95|102||P2|V|70.2|0|177|48|7.6|A|MXD|
11|511|1470|1524|AZL413|DEL CAMPILLO|CD|AZL414|642930|342252|2|2|C-0000|||27|-95|103||P3|V|276.5|0|225|69|9|A|MXD|
11|512|1524|1470|AZL414|VILLA VALERIA|CD|AZL413|645510|342030|2|2|C-0000|||27|-95|103||P3|V|96.5|0|293|42|6.9|A|MXD|
11|513|1458|1512||SAN ANTONIO DE ARECO|BA||592833|341500|1.6|2|C-0380|FACE|DM-2001|27|-98|102||P2|H|16.2|0|32|45|4.5|A|MXD|
11|514|1512|1458||VILLA LIA|BA||592553|340724|1.6|2|C-0380|FACE|DM-2001|27|-98|102||P2|H|196.2|0|37|24|2.8|A|MXD|
11|515|1434|1488|AZX529|OLAVARRIA|BA|AZX530|601443|365411|1.3|2|C-0000|||37|-98|102|EASTEL|EAP 2m|H|110.6|0|165|24|2|A|MXD|
11|516|1488|1434|AZX530|SIERRAS BAYAS|BA|AZX529|600833|365602|1.3|2|C-0000|||37|-98|102|EASTEL|EAP 2m|H|290.6|0|290|30|2.2|A|MXD|
11|517|1502|1448|AZX530|SIERRAS BAYAS|BA|AZX531|600833|365602|1.3|2|C-0000|||37|-98|102|EASTEL|EAP 2m|H|120.4|0|290|30|2.2|A|MXD|
11|518|1448|1502|AZX531|ESTACION LAZZARINO|BA|AZX530|594914|370503|1.3|2|C-0000|||37|-98|102|EASTEL|EAP 2m|H|300.4|0|375|42|2.8|A|MXD|
11|519|1462|1516|AZX531|ESTACION LAZZARINO|BA|AZX532|594914|370503|1.3|2|C-0000|||37|-98|104|EASTEL|EAP 4m|H|150.4|0|375|42|2.8|A|MXD|
11|520|1516|1462|AZX532|BARKER|BA|AZX531|592900|373313|1.3|2|C-0000|||37|-98|104|EASTEL|EAP 4m|H|330.4|0|230|90|5.5|A|MXD|
11|521|1446|1500|AZK507|MOISES VILLE|SF|AZL441|612814|304228|2|2|C-0000|||33|-97|102||P2|H|269.2|0|83|40|3.4|A|MXD|
11|522|1500|1446|AZL441|PALACIOS|SF|AZK507|613716|304235|2|2|C-0000|||33|-97|102||P2|H|89.2|0|94|30|3.4|A|MXD|
11|523|1429|1483||CIUDAD DE BUENOS AIR|CF||582308|343556|2.6|2|C-0000|||30|-95|103|EASTEL|EAP3 m|H|127.3|0|12|92|6.6|A|MXD|
11|524|1483|1429||ENSENADA|BA||575532|345306|2.6|2|C-0000|||30|-95|103|EASTEL|EAP3 m|H|307.3|0|2|81|6.5|A|MXD|
11|525|1462|1516|AZK332|CASILDA|SF|AZL494|611019|330251|2|2|C-0000|||33|-97|102||P2|H|148.9|0|72|30|3.3|A|MXD|
11|526|1516|1462|AZL494|FUENTES|SF|AZK332|610449|331029|2|2|C-0000|||33|-97|102||P2|H|328.9|0|78|30|3.7|A|MXD|
11|541|1431|1485|AZK395|EL BOLSON|RN|AZL584|713158|415809|7|2|C-0000|||27|-109|102||P2|H|211.4|0|303|20|3.2|A|MXD|
11|542|1485|1431|AZL584|LAGO PUELO|CB|AZK395|713442|420129|7|2|C-0000|||27|-109|102||P2|H|31.4|0|460|40|4.3|A|MXD|
11|543|1441|1495|AZL586|LAGO PUELO|CB|AZL584|713557|420350|4|2|C-0000|||27|-112|102||P2|H|21.6|0|240|54|3.5|A|MXD|
11|544|1495|1441|AZL584|LAGO PUELO|CB|AZL586|713442|420129|4|2|C-0000|||27|-112|102||P2|H|201.6|0|460|70|5.9|A|MXD|
11|547|1452|1506|AZK320|BRAGADO|BA|AZL587|603038|350643|2|2|C-0000|||27|-116.5|102||P2|H|182.7|0|55|55|4.4|A|MXD|
11|548|1506|1452|AZL587|COMODORO PY|BA|AZK320|603122|351923|2|2|C-0000|||27|-116.5|102||P2|H|2.7|0|60|30|3.3|A|MXD|
11|549|1500|1446||CIUDAD DE BUENOS AIR|CF||582230|343628|1.75|2|C-0000|||27|-97.5|102|MAPRA||V|183|0.1|18|65|12|A|MXD|
11|863|1498|1444||CAÑUELAS|BA||584518|350336|1.75|2|C-0000|||27|-97.5|104|MAPRA||H|39.5|0|32|88|5.6|A|MXD|
11|551|1522|1468||CAÑUELAS|BA||584518|350336|1.75|2|C-0000|||34|-97.5|103|MAPRA||V|187.7|0|31|76|6.7|A|MXD|
11|553|1482|1428||GORCHS|BA||585729|354028|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|25.8|0|24|50|5.1|A|MXD|
11|552|1468|1522||MONTE|BA||584901|352612|1.75|2|C-0000|||34|-97.5|103|MAPRA||V|7.7|0|22|76|6.7|A|MXD|
11|555|1496|1442||GORCHS|BA||585729|354028|1.75|2|C-0000|||34|-97.5|103|MAPRA||V|197.5|0|24|81|6.9|A|MXD|
11|554|1428|1482||MONTE|BA||584901|352612|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|205.8|0|22|49|5.1|A|MXD|
11|557|1484|1430||MARTIN COLMAN|BA||590840|362437|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|5.9|0|56|70|5.9|A|MXD|
11|556|1442|1496||LAS FLORES|BA||590542|360135|1.75|2|C-0000|||34|-97.5|103|MAPRA||V|17.5|0|32|58|5.6|A|MXD|
11|558|1430|1484||LAS FLORES|BA||590542|360135|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|185.9|0|32|58|5.6|A|MXD|
11|559|1506|1452||MARTIN COLMAN|BA||590840|362437|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|174.3|0|56|83|6|A|MXD|
11|560|1452|1506||RAUCH|BA||590556|364629|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|354.3|0|92|47|7|A|MXD|
11|561|1428|1482||RAUCH|BA||590556|364629|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|179.4|0.3|92|30|2.8|A|MXD|
11|562|1482|1428||TANDIL|BA||590528|372129|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|359.4|-0.3|500|24|2.3|A|MXD|
11|564|1496|1442||TANDIL|BA||590528|372129|1.75|2|C-0000|||27|-97.5|102|MAPRA||H|324.4|-2.8|500|30|4|A|MXD|
11|563|1442|1496||TANDIL|BA||590803|371837|1.75|2|C-0000|||27|-97.5|102|MAPRA||H|144.4|2.8|175|30|4|A|MXD|
11|566|1438|1492||LICENCIADO MATIENZO|BA||585444|375432|1.75|2|C-0000|||34|-97.5|103|MAPRA||H|345.6|0.2|155|71|6.3|A|MXD|
11|565|1492|1438||TANDIL|BA||590528|372129|1.75|2|C-0000|||34|-97.5|104|MAPRA||H|165.6|-0.2|500|71|4.6|A|MXD|
11|568|1506|1452||TAMANGUEYU|BA||584404|381211|1.75|2|C-0000|||27|-97.5|103|MAPRA||H|334.6|0.1|70|41|4.6|A|MXD|
11|567|1452|1506||LICENCIADO MATIENZO|BA||585444|375432|1.75|2|C-0000|||27|-97.5|103|MAPRA||H|154.6|-0.1|155|59|5.7|A|MXD|
11|569|1482|1428||TAMANGUEYU|BA||584404|381211|1.75|2|C-0000|||27|-97.5|104|MAPRA||V|176.5|0|70|59|5.6|A|MXD|
11|570|1428|1482||QUEQUEN|BA||584231|383203|1.75|2|C-0000|||27|-97.5|104|MAPRA||V|356.5|0|17|59|5.6|A|MXD|
11|571|1441|1495||CACHARI|BA||593024|362224|3.5|2|C-0000|||34|-94.5|103|MAPRA||H|97.3|0|72|50|4.8|A|MXD|
11|572|1495|1441||MARTIN COLMAN|BA||590840|362437|3.5|2|C-0000|||34|-94.5|103|MAPRA||H|277.3|0|56|70|5.9|A|MXD|
11|573|1465|1519||CACHARI|BA||593024|362224|3.5|2|C-0000|||34|-94.5|104|MAPRA||V|213.9|0|72|88|7.2|A|MXD|
11|574|1519|1465||AZUL|BA||595106|364712|3.5|2|C-0000|||34|-94.5|104|MAPRA||V|33.9|0|135|88|7.2|A|MXD|
11|575|1483|1429||AZUL|BA||595106|364712|3.5|2|C-0000|||34|-94.5|103|MAPRA||H|253.5|0|135|88|7.2|A|MXD|
11|576|1429|1483||OLAVARRIA|BA||601852|365350|3.5|2|C-0000|||34|-94.5|103|MAPRA||H|73.5|0|162|65|6|A|MXD|
11|577|1452|1506||OLAVARRIA|BA||601852|365350|1.75|2|C-0000|||27|-97.5|104|MAPRA||V|203.1|0|162|65|6.6|A|MXD|
11|578|1506|1452||DURAÑONA|BA||603012|371504|1.75|2|C-0000|||27|-97.5|104|MAPRA||V|23.1|0|219|77|5.3|A|MXD|
11|580|1492|1438||DURAÑONA|BA||603012|371504|1.75|2|C-0000|||27|-97.5|103|MAPRA||H|217.2|0|219|77|6.6|A|MXD|
11|579|1438|1492||LAPRIDA|BA||604716|373258|1.75|2|C-0000|||27|-97.5|103|MAPRA||H|37.2|0|211|44|5.3|A|MXD|
11|581|1428|1482||LAPRIDA|BA||604716|373258|1.75|2|C-0000|||27|-97.5|103|MAPRA||V|230.5|0|211|44|5.3|A|MXD|
11|582|1482|1428||KRABBE|BA||610824|374650|1.75|2|C-0000|||27|-97.5|103|MAPRA||V|50.5|0|212|65|5.3|A|MXD|
11|583|1506|1452||KRABBE|BA||610824|374650|1.75|2|C-0000|||27|-97.5|103|MAPRA||H|236.8|0|212|65|5.3|A|MXD|
11|584|1452|1506||STEGMAN|BA||613235|375924|1.75|2|C-0000|||27|-97.5|104|MAPRA||H|56.8|0|299|65|6|A|MXD|
11|585|1438|1492||STEGMAN|BA||613235|375924|1.75|2|C-0000|||27|-97.5|102|MAPRA||V|238.4|0.2|300|30|5.4|A|MXD|
11|586|1492|1438||PERALTA|BA||614102|380330|1.75|2|C-0000|||27|-97.5|102|MAPRA||V|58.4|-0.2|322|30|5.4|A|MXD|
11|588|1482|1428||PERALTA|BA||614102|380330|1.75|2|C-0000|||27|-97.5|102|MAPRA||H|227.8|-0.2|322|71|5.4|A|MXD|
11|587|1428|1482||SIERRA DE LA VENTANA|BA||614738|380813|1.75|2|C-0000|||27|-97.5|102|MAPRA||H|47.8|0.2|250|82|5.4|A|MXD|
11|589|1452|1506||SIERRA DE LA VENTANA|BA||614738|380813|1.75|2|C-0000|||27|-97.5|103|MAPRA||V|181.6|-1.9|250|83|7|A|MXD|
11|590|1506|1452||ESTOMBA|BA||614806|382100|1.75|2|C-0000|||27|-97.5|103|MAPRA||V|1.6|1.9|215|71|6.3|A|MXD|
11|591|1492|1438||ESTOMBA|BA||614806|382100|1.75|2|C-0000|||27|-97.5|104|MAPRA||H|216.7|-0.1|215|71|6.3|A|MXD|
11|592|1438|1492||CORTI|BA||620332|383715|1.75|2|C-0000|||27|-97.5|104|MAPRA||H|36.7|0.1|105|70|6.3|A|MXD|
11|594|1428|1482||CORTI|BA||620332|383715|1.75|2|C-0000|||27|-97.5|103|MAPRA||V|255.2|-0.2|105|70|6.3|A|MXD|
11|593|1482|1428||CORTI|BA||624144|384514|1.75|2|C-0000|||27|-97.5|102|MAPRA||V|75.2|0.2|25|59|5.7|A|MXD|
11|595|1455|1509|AZV364|VISTA ALEGRE NORTE|NQ|AZV363|681041|384350|7|2|C-0000|||27|-91.5|102|MAPRA|P 2M|V|154.2|0|302|30|6.2|A|MXD|
11|596|1509|1455|AZV363|CENTENARIO|NQ|AZV364|680703|384942|7|2|C-0000|||27|-91.5|102|MAPRA|P 2M|V|334.2|0|286|69|6.2|A|MXD|
11|605|1431|1485|AZK570|RIO TERCERO|CD|AZK811|640645|321040|7|2|C-0000|||27|-89|102||P2|H|270.5|-0.4|383|30|2.2|A|MXD|
11|606|1485|1431|AZK811|RIO TERCERO|CD|AZK570|642452|321033|7|2|C-0000|||27|-89|102||P2|H|90.5|0.4|560|30|2.2|A|MXD|
11|607|1453|1507|AZK288|ALTA GRACIA|CD|AZL593|642552|313927|3.2|2|C-0000|||27|-92|102||P2|H|147.3|0.1|570|20|4.2|A|MXD|
11|608|1507|1453|AZL593|MONTE RALO|CD|AZK288|641430|315430|3.2|2|C-0000|||27|-92|102||P2|H|327.3|-0.1|500|10|2.4|A|MXD|
11|615|1461|1515|AZK643|VILLA DOLORES|CD|AZL666|651107|315647|3.2|2|C-0000|||27|-92|102||P2|H|90.7|-0.9|520|30|9.6|A|MXD|
11|616|1515|1461|AZL666|VILLA DE LAS ROSAS|CD|AZK643|650303|315652|3.2|2|C-0000|||27|-92|102||P2|H|270.7|0.9|750|18|4.8|A|MXD|
11|623|1466|1520|AZK757|SANTA TERESA (DPTO.|SF|AZL670|604734|332628|1.75|2|C-0000|||27|-93|102|EASTEL|EAP2|V|116.3|0|62|46|6.3|A|MXD|
11|624|1520|1466|AZL670|CAÑADA RICA|SF|AZK757|603640|333057|1.75|2|C-0000|||27|-93|102|EASTEL|EAP2|V|296.3|0|63|28|5.3|A|MXD|
11|664|1485|1431|AZK738|VILLA TRINIDAD|SF|AZK338|615232|301247|8|2|C-0000|||27|-89|103||P3|H|349.9|0|92|43|3.7|A|MXD|
11|663|1431|1485|AZK338|CERES|SF|AZK738|615640|295238|8|2|C-0000|||27|-89|103||P3|H|169.9|0|88|48|3.3|A|MXD|
11|665|1485|1431|AZL717|MONTES DE OCA|SF|AZK23|614608|323404|8|2|C-0000|||27|-91.5|102||P2|H|146.9|0|119|27|2.5|A|MXD|
11|666|1431|1485|AZK23|ARMSTRONG|SF|AZL717|613611|324653|8|2|C-0000|||27|-91.5|102||P2|H|326.9|0|117|42|3|A|MXD|
11|669|1445|1499|AZK738|VILLA TRINIDAD|SF|AZK302|615232|301247|4|2|C-0000|||27|-94.5|100||P1.5M|H|98.5|0|92|30|3|A|MXD|
11|670|1499|1445|AZK302|ARRUFO|SF|AZK738|614350|301354|4|2|C-0000|||27|-94.5|100||P1.5M|H|278.5|0|90|38|2.5|A|MXD|
11|677|1487|1433|AZL761|DIAZ|SF|AZK310|610527|322215|2|2|C-0000|||27|-94.5|100||P1.5|H|34.4|0|37|24|2.7|A|MXD|
11|678|1433|1487|AZK310|BARRANCAS|SF|AZL761|605843|321355|2|2|C-0000|||27|-94.5|100||P1.5|H|214.4|0|26|38|3|A|MXD|
11|679|1457|1511|AZK995|ZARATE|BA|AZL748|590132|340554|4|2|C-0000|||30|-90|100||P1.5|H|311.3|0|22|46|2.9|A|MXD|
11|680|1511|1457|AZL748|LIMA|BA|AZK995|591222|335802|4|2|C-0000|||30|-90|100||P1.5|H|131.3|0|23|69|4.2|A|MXD|
11|683|1455|1509|AZK970|LUJAN|BA|AZL316|590637|343403|7|2|C-0000|||27|-99|102||P2|H|7.1|0|21|48|4.7|A|MXD|
11|684|1509|1455|AZL316|PARADA ROBLES|BA|AZK970|590459|342316|7|2|C-0000|||27|-99|102||P2|H|187.1|0|31|55|5.8|A|MXD|
11|687|1431|1485|AZK573|RUFINO|SF|AZL757|624243|341558|8|2|C-0000|||27|-91.5|102||P2|H|164.8|0|116|30|1.9|A|MXD|
11|688|1485|1431|AZL757|RUFINO|SF|AZK573|623855|342732|8|2|C-0000|||27|-91.5|102||P2|H|344.8|0|118|36|2.7|A|MXD|
11|691|1449|1503|AZK323|CAA CATI|CR|AZL759|573726|274510|4|2|C-0000|||27|-91|102||P2|H|172.1|0|70|53|3.1|A|MXD|
11|692|1503|1449|AZL759|SAN MIGUEL (DPTO. SA|CR|AZK323|573507|275954|4|2|C-0000|||27|-91|102||P2|H|352.1|0|72|24|2|A|MXD|
11|693|1439|1493|AZK565|RESISTENCIA|CC|AZL758|585912|272713|8|2|C-0000|||30|-99|100||P1.5m|H|312|0.1|50|50|3.8|A|MXD|
11|694|1493|1439|AZL758|PUERTO TIROL|CC|AZK565|590523|272217|8|2|C-0000|||30|-99|100||P1.5m|H|132|-0.1|54|20|2.2|A|MXD|
11|697|1431|1485|AZK332|CASILDA|SF|AZL491|611019|330251|8|2|C-0000|||33|-91|100||P 1.5|H|73|0|72|20|1.9|A|MXD|
11|698|1485|1431|AZL491|PUJATO|SF|AZK332|610252|330056|8|2|C-0000|||33|-91|100||P 1.5|H|253|0|70|12|1.8|A|MXD|
11|699|1463|1517|AZK570|RIO TERCERO|CD|AZL796|640641|321032|8|2|C-0000|||27|-86|102||P 2|H|121|0.1|383|25|3|A|MXD|
11|700|1517|1463|AZL796|TANCACHA|CD|AZK570|635832|321440|8|2|C-0000|||27|-86|102||P 2|H|301|-0.1|348|18|1.9|A|MXD|
11|702|1503|1449|AZL797|BENJAMIN GOULD|CD|AZK948|624335|333525|4|2|C-0000|||27|-92|100||P1.5m|H|282.6|0|122|18|4|A|MXD|
11|701|1449|1503|AZK948|CANALS|CD|AZL797|625250|333342|4|2|C-0000|||27|-92|100||P1.5m|H|102.6|0|118|20|4|A|MXD|
11|703|1447|1501|AZK565|RESISTENCIA|CC|AZL795|585915|272713|8|2|C-0000|||30|-89|100||P1.5m|H|5.1|0|50|50|3.8|A|MXD|
11|704|1501|1447|AZL795|MARGARITA BELEN|CC|AZK565|585807|271552|8|2|C-0000|||30|-89|100||P1.5m|H|185.1|0|55|30|2.4|A|MXD|
11|707|1456|1510|AZK630|VEDIA|BA|AZL777|613250|343012|2|2|C-0000|||27|-115|103||P3m|H|285.5|0|88|94|8.2|A|MXD|
11|708|1510|1456|AZL777|IRIARTE|BA|AZK630|615542|342501|2|2|C-0000|||27|-115|103||P3m|H|105.5|0|100|35|6|A|MXD|
11|723|1432|1486|AZL91|SAN FRANCISCO DE BEL|BA||600029|384138|2|2|C-0000|||33|-105|102||P2|H|232.4|0|37|94|7.5|A|MXD|
11|724|1486|1432|AZL756|BALNEARIO RETA|BA||602035|385344|2|2|C-0000|||33|-105|102||P2|H|52.4|0|5|47|5.1|A|MXD|
11|725|1439|1493|AZK33|JESUS MARIA|CD|AZL846|640544|305925|4|2|C-0000|||27|-89|102||P2|H|261.9|-0.4|530|35|4.3|A|MXD|
11|726|1493|1439|AZL846|LA GRANJA|CD|AZK33|641534|310037|4|2|C-0000|||27|-89|102||P2|H|81.9|0.4|625|40|3.6|A|MXD|
11|736|1491|1437|AZL844|CASEROS|ER|AZL847|582837|322748|4|2|C-0000|||27|-89|100||P1.5|H|64.3|-0.4|50|50|3|A|MXD|
11|735|1437|1491|AZL847|VILLA SAN JUSTO|ER|AZL844|582609|322648|4|2|C-0000|||27|-89|100||P1.5|H|244.3|0.4|42|24|1.4|A|MXD|
11|744|1503|1449|AZL851|SAIRA|CD|AZK775|620500|322618|4|2|C-0000|||27|-92|100||P1.5|V|185.7|0|115|25|5.6|A|MXD|
11|743|1449|1503|AZK775|CORRAL DE BUSTOS|CD|AZL851|621102|331702|4|2|C-0000|||27|-92|100||P1.5|V|5.7|0|117|14|9.6|A|MXD|
11|748|1519|1465|AZL852|SAN MARCOS SIERRAS|CD|AZK367|643515|304704|4|2|C-0000|||27|-92|102||P2|H|289.1|0.5|620|40|4.3|A|MXD|
11|747|1465|1519|AZK367|CRUZ DEL EJE|CD|AZL852|644849|304303|4|2|C-0000|||27|-92|102||P2|H|109.1|-0.5|460|25|4.3|A|MXD|
11|749|1470|1524|AZL839|BERROTARAN|CD|AZL838|642317|322716|2|2|C-0000|||27|-95|100||P1.5|V|245.9|-0.3|625|37|7.2|A|MXD|
11|750|1524|1470|AZL838|CAÑADA DEL SAUCE|CD|AZL839|643448|323137|2|2|C-0000|||27|-95|100||P1.5|V|65.9|0.3|750|18|4|A|MXD|
11|753|1461|1515|AZL859|VILLA ELISA|ER|AZL858|582351|320947|4|2|C-0000|||27|-89|102||P2m|H|192.3|0|54|45|4.1|A|MXD|
11|754|1515|1461|AZL858|PRIMERO DE MAYO|ER|AZL859|582518|321524|4|2|C-0000|||27|-89|102||P2m|H|12.3|0|55|24|1.3|A|MXD|
11|758|1483|1429|AZL853|ENRIQUE CARBO|ER|AZL854|591245|330850|4|2|C-0000|||27|-89|102||P2m|H|267.2|0.1|14|24|1.1|A|MXD|
